text	vaccine	attitude	side_effects
Sore arm but that's it. Got a Moderna booster after double Pfizer. Started going to the gym again and eat less shit so the mind control seems to be working a bit. Still swear a lot and drink like a fountain though, so overall colour me unimpressed	Pfizer	Neutral	None
Sore arm but that's it. Got a Moderna booster after double Pfizer. Started going to the gym again and eat less shit so the mind control seems to be working a bit. Still swear a lot and drink like a fountain though, so overall colour me unimpressed	Moderna	Neutral	None
Has anyone that got the pfizer vaccine had redness in the arm?	Pfizer	Neutral	Redness
Booster shot trip report. Moderna x3. Mild muscle pain on injection site manifesting about 6 hours in	Moderna	Neutral	Muscle Pain
had bad side effects after first two moderna then pfizer booster just had my arm sore. I was shocked/relieved	Moderna	Neutral	Muscle Pain
JJ in May, Moderna in Nov..., my arm, upper back & neck on the shot side all hurt & I got a headache so bad I skipped work the next day. Fun times.	Moderna	Neutral	Headache
My 1st and 2nd dose was Sinovac, those two gave me fever + nausea for just on the first day. Then 2nd day was all fine. But it is my first dose of Pfizer for booster, so it is like my body encounter new foreign virus and getting a big shock i guess..	Pfizer	Neutral	None
My 1st and 2nd dose was Sinovac, those two gave me fever + nausea for just on the first day. Then 2nd day was all fine. But it is my first dose of Pfizer for booster, so it is like my body encounter new foreign virus and getting a big shock i guess..	Sinovac	Neutral	Fever,Nausea
Update 2, 1 hour in: no changes. No pain or swelling anywhere, though I am a bit thirsty despite my water (may be why my BP was high, dehydration) Vaccine 1 & 2 we're Pfizer, booster was Pfizer, too, btw.	Pfizer	Neutral	None
As for the second dose, out of 1.6 million individuals who received a second shot of Sinovac, 60 vaccinees still contracted COVID-19 while six vaccinees out of 427,000 who got the AstraZeneca vaccine as their second dose, still got sick. 1/2	AstraZeneca	Positive	None
As for the second dose, out of 1.6 million individuals who received a second shot of Sinovac, 60 vaccinees still contracted COVID-19 while six vaccinees out of 427,000 who got the AstraZeneca vaccine as their second dose, still got sick. 1/2	Sinovac	Negative	None
My friend who's diabetic with high blood pressure has just completed both moderna doses and had a sore arm for about 24 hrs after her second shot. I honestly don't understand why people think one mNra vaccine is better than another. Go get your shot!	Moderna	Neutral	Muscle Pain
First 24 hours, injection site was painful and with redness and swelling (later til Day 3). Day 6-7, fatigue and muscle pain like as if I have a flu.. #PfizerVaccine	Pfizer	Neutral	Redness,Swelling,Muscle Pain
Brill, now if the clown fucks running the show will just make vaccines available. I live in a safe Labor (State & Federal) rural seat. My sister is a teacher, has a underlying heart issue and has been advised to get Pfizer. Has registered 4 times in 6 weeks, supply is screwed.	Pfizer	Neutral	None
It's a bit different for everyone. My mother, 12yo daughter and I had nothing more than a slightly sore arm. My wife had flu-like symptoms (aches & fever) for 24 hours. All of us had either Pfizer or Moderna mRNA vaccines, 2 doses. Mild side-effect are far better than COVID-19.	Pfizer	Neutral	Muscle Pain,Fever
It's a bit different for everyone. My mother, 12yo daughter and I had nothing more than a slightly sore arm. My wife had flu-like symptoms (aches & fever) for 24 hours. All of us had either Pfizer or Moderna mRNA vaccines, 2 doses. Mild side-effect are far better than COVID-19.	Moderna	Neutral	Muscle Pain,Fever
not my moderna vacc fighting for its life while every one at home is sick	Moderna	Neutral	No Details
I didn't but I was chatting to one of my colleagues this morning & she said the nausea was the worst bit for her so I assume it's a side effect! We both had moderna boosters, I had Pfizer for both other jabs & she had astrazeneca	Pfizer	Neutral	None
I didn't but I was chatting to one of my colleagues this morning & she said the nausea was the worst bit for her so I assume it's a side effect! We both had moderna boosters, I had Pfizer for both other jabs & she had astrazeneca	Moderna	Neutral	Nausea
I didn't but I was chatting to one of my colleagues this morning & she said the nausea was the worst bit for her so I assume it's a side effect! We both had moderna boosters, I had Pfizer for both other jabs & she had astrazeneca	AstraZeneca	Neutral	Nausea
"My blood ran cold when I heard Scott Morrison say, ""Australians will not be given a choice of vaccines."" At that time, there were two options. Pfizer for front-line staff and aged care (plus a handful of pollies), and AstraZeneca for EVERYBODY else. Even that isn't two 'choices.'"	Pfizer	Neutral	None
"My blood ran cold when I heard Scott Morrison say, ""Australians will not be given a choice of vaccines."" At that time, there were two options. Pfizer for front-line staff and aged care (plus a handful of pollies), and AstraZeneca for EVERYBODY else. Even that isn't two 'choices.'"	AstraZeneca	Neutral	None
With that strat, we'll stay sick, and dying, while they get richer. $36B in profits for 2021! Pfizer has one of the largest health care fraud settlements in history ($2.3B) & a LONG LIST OF LAWSUITS & COVER UPS. Illegal trials on children in Nigeria, paid DRs, breast cancer, etc	Pfizer	Neutral	None
I painted a deck yesterday. 6 hours of crouching and repetitive arm movement. Today, my big toe is numb and my legs and shoulders are very sore. This is clearly because of the Pfizer vaccine and no one is safe. #think	Pfizer	Neutral	Muscle Pain
First shot w AstraZeneca I got sick for about 14 hours. All symptoms but for Moderna I had a sore arm & I had trouble using the stairs but that’s it. I think the fact I was sick with first shot helped. But not sure!! I did had muscles cramp but I can’t tell if it’s from vaccine.	Moderna	Neutral	Muscle Pain
First shot w AstraZeneca I got sick for about 14 hours. All symptoms but for Moderna I had a sore arm & I had trouble using the stairs but that’s it. I think the fact I was sick with first shot helped. But not sure!! I did had muscles cramp but I can’t tell if it’s from vaccine.	AstraZeneca	Neutral	No Details
All Pfizer here and no bother with the booster was my experience. I’ve heard that if you relax your arm completely it negates the sore arm thing a bit, seemed to work for me & the mrs	Pfizer	Neutral	Muscle Pain
They are nearly identical, so I doubt it matters. I had AZ/Moderna and am not sure I had side effects to my Moderna shot (tough to tell because it was in the middle of the heat wave, so I felt hot and sweaty and feverish but it was 45 degrees so I can’t pin it on the vaccine!)	Moderna	Neutral	Fever
I got Pfizer and it treated me okay (sore arm) but the booster was worse. Moderna kicked Mrs CDs shapely arse.	Pfizer	Neutral	Muscle Pain
I got Pfizer and it treated me okay (sore arm) but the booster was worse. Moderna kicked Mrs CDs shapely arse.	Moderna	Neutral	None
Damn it, Governor! Just admit you made a mistake and take care of these desperate, sick residents who have been waiting for their COVID shots! If I hadn't already received my first Moderna shot, I'd wait until these really sick people got theirs. Can't believe I'm alone!!	Moderna	Neutral	None
Be sponsored by Moderna by the end of the month	Moderna	Neutral	None
I'm into hour 4 post-Moderna booster and so far I am descending into small chills. Thank you, immune system. Now: tea.	Moderna	Neutral	Chills
The safest vaccine that the Thai Govt believe to be Sinovac has no prove to be safe for my sickness. All the dead of those who get vaccinated, the Thai Govt hardly believes that it has nothing related to the symptoms be blame their sickness which hvnt been reported at first.	Sinovac	Negative	None
I had AZ twice then Moderna booster. A bit groggy that evening, and a slightly sore arm. Since then I’ve had a very slight ache in my arm, but very minor.	Moderna	Neutral	Tiredness,Muscle Pain
AZ in the am: 12 hours later: achy, headache. Weak the next morning, then ok. 1st Pfizer in the am: 12 hours later: same but swollen gland in the armpit for a week. 2nd Pfizer in the pm: 12 hours later was morning the next day. Same reaction as the previous AZ & Pfizer all day.	Pfizer	Neutral	Headache,Swelling,Muscle Pain
AZ in the am: 12 hours later: achy, headache. Weak the next morning, then ok. 1st Pfizer in the am: 12 hours later: same but swollen gland in the armpit for a week. 2nd Pfizer in the pm: 12 hours later was morning the next day. Same reaction as the previous AZ & Pfizer all day.	AstraZeneca	Neutral	Headache,Muscle Pain
I got moderna and had bad side effects to the second shot. I still got the booster because I wanted to be as safe as possible. Besides being tired and having a sore arm, I didn't have any side effects. It truly just effects everyone differently.	Moderna	Neutral	Tiredness,Muscle Pain
This is the vaccine the US should be sending out to our allies around the world who lack the cold storage infrastructure to support the Pfizer or Moderna.	Pfizer	Neutral	None
This is the vaccine the US should be sending out to our allies around the world who lack the cold storage infrastructure to support the Pfizer or Moderna.	Moderna	Neutral	None
for today's vaccination group. Then I went into the vaccination hall and was asked what type of vaccine I would like to have only to be recalled a few moments later that today Sinovac is only for 2nd jab and AZ for first. Relatively many foreigners there, I suppose teachers and	AstraZeneca	Neutral	None
for today's vaccination group. Then I went into the vaccination hall and was asked what type of vaccine I would like to have only to be recalled a few moments later that today Sinovac is only for 2nd jab and AZ for first. Relatively many foreigners there, I suppose teachers and	Sinovac	Neutral	None
I have my 2nd Pfizer dose in late May -- I was tired for about a week, deeply tired. For about 2 weeks, I had mild occasional heartburn - not a normal thing for me. I assumed it might've been a result of the vaccine, and it dissipated, hasn't returned.	Pfizer	Neutral	Tiredness
Ever since i had my astrazeneca i have been waking up with very sore hardons. I suspect its a blood clot in my penis.	AstraZeneca	Neutral	Muscle Pain
Both the Pfizer and Moderna vaccines can cause lymph nodes to swell, particularly those in the armpit on the side where the shot was received, experts say.	Pfizer	Neutral	Swelling
